Airline,Source,Destination,Duration,Total_Stops,Price,Month,Day_Name
Jet Airways,Delhi,Cochin,330.0,1,14053.0,March,Thursday
IndiGo,Chennai,Kolkata,145.2,0,7295.0,March,Wednesday
Jet Airways,Kolkata,Banglore,1495.2,1,13044.0,June,Wednesday
Jet Airways,Banglore,Delhi,175.2,0,4030.0,May,Friday
Air India,Banglore,New Delhi,1624.8,2,13942.0,March,Wednesday
Jet Airways,Kolkata,Banglore,705.0,1,14781.0,May,Sunday
SpiceJet,Banglore,New Delhi,169.8,0,3579.0,March,Sunday
IndiGo,Delhi,Cochin,319.8,1,5530.0,May,Monday
Jet Airways,Kolkata,Banglore,345.0,1,10844.0,May,Sunday
Air India,Delhi,Cochin,675.0,1,8372.0,June,Thursday
Jet Airways,Delhi,Cochin,775.2,1,16289.0,March,Saturday
Air India,Delhi,Cochin,1275.0,2,11701.0,May,Monday
Multiple carriers Premium economy,Delhi,Cochin,570.0,1,11269.0,March,Thursday
Multiple carriers,Delhi,Cochin,750.0,1,9385.0,May,Saturday
Jet Airways,Kolkata,Banglore,394.8,1,14151.0,May,Friday
Jet Airways,Banglore,Delhi,180.0,0,4544.0,April,Tuesday
Jet Airways,Banglore,New Delhi,850.2,1,11087.0,March,Tuesday
IndiGo,Kolkata,Banglore,154.8,0,5224.0,June,Monday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,June,Thursday
Air India,Mumbai,Hyderabad,880.2,1,6901.0,March,Tuesday
Multiple carriers,Delhi,Cochin,465.0,1,5999.0,March,Thursday
Vistara,Banglore,Delhi,169.8,0,5403.0,April,Tuesday
Jet Airways,Delhi,Cochin,810.0,2,13014.0,June,Wednesday
Jet Airways,Mumbai,Hyderabad,85.19999999999999,0,4995.0,May,Monday
Jet Airways,Kolkata,Banglore,1545.0,1,13941.0,May,Tuesday
Jet Airways,Delhi,Cochin,1294.8,2,11507.0,June,Monday
Multiple carriers,Delhi,Cochin,660.0,1,12192.0,June,Saturday
Multiple carriers,Delhi,Cochin,450.0,1,7198.0,May,Monday
IndiGo,Delhi,Cochin,195.0,0,5000.0,June,Friday
SpiceJet,Kolkata,Banglore,154.8,0,3841.0,April,Wednesday
Jet Airways,Delhi,Cochin,349.8,1,12347.0,March,Thursday
Vistara,Chennai,Kolkata,139.8,0,11982.0,June,Saturday
Jet Airways,Banglore,New Delhi,700.2,1,16736.0,March,Wednesday
IndiGo,Kolkata,Banglore,154.8,0,4174.0,April,Monday
SpiceJet,Kolkata,Banglore,145.2,0,3841.0,June,Thursday
Jet Airways,Delhi,Cochin,1440.0,1,17024.0,March,Wednesday
IndiGo,Banglore,Delhi,180.0,0,3943.0,May,Friday
IndiGo,Delhi,Cochin,634.8,1,6442.0,June,Monday
Air India,Delhi,Cochin,2170.2000000000003,2,11762.0,March,Saturday
SpiceJet,Kolkata,Banglore,145.2,0,4174.0,April,Wednesday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,June,Tuesday
Multiple carriers,Delhi,Cochin,690.0,1,13377.0,June,Thursday
Jet Airways,Banglore,Delhi,175.2,0,7229.0,April,Monday
IndiGo,Banglore,New Delhi,169.8,0,8855.0,March,Friday
Multiple carriers,Delhi,Cochin,535.2,1,7741.0,June,Thursday
Jet Airways,Banglore,New Delhi,315.0,1,22270.0,March,Friday
Multiple carriers,Delhi,Cochin,735.0,1,7740.0,June,Monday
Air India,Kolkata,Banglore,1600.2,2,14960.0,June,Sunday
Jet Airways,Delhi,Cochin,535.2,1,12032.0,March,Wednesday
Air India,Mumbai,Hyderabad,79.80000000000001,0,5462.0,March,Wednesday
Jet Airways,Delhi,Cochin,1384.8,1,12347.0,March,Thursday
Air India,Chennai,Kolkata,135.0,0,3145.0,March,Wednesday
Jet Airways,Banglore,New Delhi,520.2,1,7832.0,March,Thursday
IndiGo,Kolkata,Banglore,150.0,0,4804.0,June,Friday
IndiGo,Delhi,Cochin,304.8,1,10482.0,March,Saturday
Jet Airways,Delhi,Cochin,1015.2,1,12373.0,May,Saturday
Multiple carriers,Delhi,Cochin,915.0,1,10478.0,March,Sunday
Jet Airways,Delhi,Cochin,1125.0,2,13029.0,May,Saturday
Air India,Delhi,Cochin,1255.2,1,6482.0,March,Thursday
Jet Airways,Delhi,Cochin,600.0,1,15554.0,May,Saturday
Multiple carriers,Delhi,Cochin,615.0,1,11789.0,June,Wednesday
IndiGo,Kolkata,Banglore,340.2,1,9413.0,March,Sunday
Air India,Kolkata,Banglore,1699.8,1,7662.0,June,Sunday
Multiple carriers,Delhi,Cochin,390.0,1,7888.0,May,Tuesday
Air Asia,Kolkata,Banglore,955.2,1,5192.0,May,Wednesday
Multiple carriers,Delhi,Cochin,640.2,1,6007.0,June,Monday
Jet Airways,Delhi,Cochin,1594.8,1,12898.0,May,Monday
Air India,Banglore,New Delhi,1545.0,2,11885.0,March,Monday
Vistara,Kolkata,Banglore,355.2,1,14360.0,March,Sunday
Air India,Kolkata,Banglore,1185.0,2,14330.0,May,Sunday
Multiple carriers,Delhi,Cochin,555.0,1,6076.0,March,Wednesday
SpiceJet,Kolkata,Banglore,160.2,0,4622.0,March,Friday
Jet Airways,Kolkata,Banglore,664.8,1,14388.0,May,Thursday
Multiple carriers,Delhi,Cochin,615.0,1,9794.0,May,Tuesday
IndiGo,Kolkata,Banglore,150.0,0,4804.0,June,Monday
Jet Airways,Kolkata,Banglore,450.0,1,9663.0,May,Thursday
GoAir,Delhi,Cochin,370.2,1,5842.0,May,Thursday
Multiple carriers,Delhi,Cochin,510.0,1,15603.0,March,Sunday
IndiGo,Kolkata,Banglore,165.0,0,5618.0,March,Sunday
IndiGo,Kolkata,Banglore,154.8,0,6565.0,March,Sunday
SpiceJet,Delhi,Cochin,295.2,1,5221.0,April,Monday
Jet Airways,Delhi,Cochin,559.8,2,10368.0,June,Thursday
Air India,Delhi,Cochin,765.0,1,7480.0,June,Monday
Jet Airways,Delhi,Cochin,1489.8,2,13882.0,June,Wednesday
IndiGo,Delhi,Cochin,559.8,1,6442.0,June,Monday
IndiGo,Banglore,Delhi,175.2,0,4823.0,June,Monday
SpiceJet,Kolkata,Banglore,150.0,0,3873.0,May,Tuesday
Jet Airways,Kolkata,Banglore,1075.2,1,12121.0,May,Wednesday
IndiGo,Banglore,Delhi,169.8,0,4423.0,April,Saturday
Air India,Kolkata,Banglore,150.0,0,5510.0,June,Monday
Jet Airways,Banglore,Delhi,180.0,0,7229.0,April,Saturday
Jet Airways,Delhi,Cochin,1009.8,1,10577.0,June,Sunday
Jet Airways,Mumbai,Hyderabad,90.0,0,8040.0,March,Wednesday
Jet Airways,Delhi,Cochin,360.0,1,14714.0,June,Monday
Jet Airways,Banglore,Delhi,165.0,0,7229.0,June,Sunday
Multiple carriers,Delhi,Cochin,855.0,2,6653.0,March,Thursday
IndiGo,Delhi,Cochin,664.8,1,6442.0,June,Monday
IndiGo,Kolkata,Banglore,160.2,0,4804.0,May,Sunday
Air India,Delhi,Cochin,1210.2,2,9417.0,May,Thursday
Jet Airways,Kolkata,Banglore,1495.2,1,10844.0,May,Friday
Jet Airways,Banglore,Delhi,180.0,0,7229.0,May,Sunday
Jet Airways,Delhi,Cochin,589.8,1,15400.0,March,Wednesday
IndiGo,Delhi,Cochin,750.0,1,6416.0,June,Saturday
Air India,Banglore,Delhi,169.8,0,5176.0,April,Wednesday
IndiGo,Delhi,Cochin,574.8,1,9264.0,March,Thursday
Multiple carriers,Delhi,Cochin,720.0,1,13587.0,June,Thursday
SpiceJet,Chennai,Kolkata,135.0,0,3597.0,May,Wednesday
Air Asia,Banglore,Delhi,169.8,0,4282.0,April,Saturday
Jet Airways,Mumbai,Hyderabad,85.19999999999999,0,4995.0,June,Thursday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,June,Saturday
Jet Airways,Kolkata,Banglore,589.8,1,10844.0,May,Monday
Jet Airways,Delhi,Cochin,885.0,1,14714.0,June,Saturday
Jet Airways,Kolkata,Banglore,730.2,1,14571.0,June,Thursday
Jet Airways,Banglore,New Delhi,1425.0,1,7832.0,March,Thursday
Jet Airways,Kolkata,Banglore,1294.8,1,11467.0,April,Monday
Jet Airways,Kolkata,Banglore,1075.2,1,10953.0,May,Thursday
IndiGo,Kolkata,Banglore,160.2,0,4148.0,March,Saturday
SpiceJet,Kolkata,Banglore,145.2,0,3873.0,May,Thursday
IndiGo,Banglore,Delhi,169.8,0,3943.0,April,Saturday
Air Asia,Delhi,Cochin,330.0,1,6151.0,March,Wednesday
Vistara,Mumbai,Hyderabad,850.2,1,12080.0,March,Tuesday
Jet Airways,Kolkata,Banglore,844.8,1,13584.0,May,Thursday
IndiGo,Delhi,Cochin,844.8,1,6979.0,May,Monday
Air Asia,Banglore,New Delhi,165.0,0,4482.0,March,Saturday
IndiGo,Kolkata,Banglore,325.2,1,6284.0,April,Monday
IndiGo,Kolkata,Banglore,220.2,1,4226.0,May,Friday
IndiGo,Delhi,Cochin,570.0,1,6442.0,March,Saturday
Jet Airways,Delhi,Cochin,520.2,1,12373.0,May,Saturday
Jet Airways,Banglore,New Delhi,550.2,1,11297.0,March,Tuesday
Air India,Kolkata,Banglore,919.8,2,14083.0,May,Friday
Jet Airways,Delhi,Cochin,195.0,0,7202.0,June,Monday
Multiple carriers,Delhi,Cochin,589.8,1,11667.0,March,Thursday
Jet Airways,Kolkata,Banglore,1399.8,1,10844.0,May,Friday
Air India,Banglore,New Delhi,1264.8,1,5932.0,March,Friday
Multiple carriers,Delhi,Cochin,630.0,1,9001.0,June,Monday
Jet Airways,Kolkata,Banglore,394.8,1,13469.0,June,Thursday
IndiGo,Mumbai,Hyderabad,90.0,0,2227.0,June,Saturday
IndiGo,Delhi,Cochin,315.0,1,5636.0,May,Wednesday
Multiple carriers,Delhi,Cochin,625.2,2,15965.0,June,Thursday
IndiGo,Delhi,Cochin,304.8,1,5054.0,June,Monday
Multiple carriers,Delhi,Cochin,540.0,1,5999.0,March,Thursday
IndiGo,Banglore,Delhi,175.2,0,4823.0,May,Wednesday
SpiceJet,Kolkata,Banglore,435.0,1,8479.0,June,Wednesday
Vistara,Kolkata,Banglore,930.0,1,8452.0,May,Wednesday
Jet Airways,Delhi,Cochin,660.0,1,14924.0,June,Monday
Air India,Delhi,Cochin,1410.0,2,10441.0,June,Monday
Multiple carriers,Delhi,Cochin,900.0,1,7485.0,May,Tuesday
Jet Airways,Banglore,Delhi,180.0,0,6478.0,June,Thursday
Jet Airways,Delhi,Cochin,1774.8,2,15129.0,May,Monday
IndiGo,Kolkata,Banglore,265.2,1,3809.0,May,Wednesday
Jet Airways,Delhi,Cochin,660.0,1,18581.0,June,Monday
IndiGo,Kolkata,Banglore,154.8,0,5224.0,June,Sunday
IndiGo,Delhi,Cochin,499.8,1,8330.0,May,Thursday
Air India,Banglore,Delhi,165.0,0,6961.0,June,Sunday
Jet Airways,Delhi,Cochin,660.0,1,10262.0,June,Sunday
IndiGo,Mumbai,Hyderabad,90.0,0,2754.0,June,Friday
Multiple carriers,Delhi,Cochin,630.0,1,13727.0,May,Saturday
GoAir,Banglore,Delhi,165.0,0,3898.0,April,Saturday
Jet Airways,Banglore,New Delhi,810.0,1,11087.0,March,Tuesday
Air Asia,Banglore,Delhi,169.8,0,3383.0,April,Saturday
Jet Airways,Delhi,Cochin,1519.8,1,12557.0,March,Thursday
Jet Airways,Delhi,Cochin,1324.8,2,8273.0,March,Thursday
Air India,Mumbai,Hyderabad,544.8,2,9736.0,March,Tuesday
Jet Airways,Delhi,Cochin,1530.0,1,10262.0,June,Monday
Jet Airways,Delhi,Cochin,810.0,2,11664.0,April,Tuesday
IndiGo,Banglore,Delhi,169.8,0,4591.0,May,Wednesday
Jet Airways,Banglore,New Delhi,304.8,1,13502.0,March,Monday
Air India,Delhi,Cochin,375.0,1,8372.0,June,Thursday
Air India,Banglore,Delhi,165.0,0,6121.0,April,Sunday
Vistara,Banglore,New Delhi,154.8,0,5613.0,March,Thursday
IndiGo,Delhi,Cochin,319.8,1,5298.0,April,Saturday
Jet Airways,Delhi,Cochin,1050.0,1,15764.0,March,Saturday
Air Asia,Delhi,Cochin,870.0,1,6253.0,June,Saturday
Jet Airways,Kolkata,Banglore,375.0,1,8586.0,May,Saturday
Jet Airways,Delhi,Cochin,1324.8,2,12273.0,March,Wednesday
IndiGo,Mumbai,Hyderabad,90.0,0,2227.0,May,Wednesday
Jet Airways,Banglore,Delhi,180.0,0,5769.0,June,Wednesday
Vistara,Delhi,Cochin,190.2,0,6216.0,April,Thursday
IndiGo,Delhi,Cochin,345.0,1,6386.0,June,Monday
Multiple carriers,Delhi,Cochin,555.0,1,16108.0,June,Saturday
SpiceJet,Kolkata,Banglore,139.8,0,3873.0,May,Friday
IndiGo,Delhi,Cochin,895.2,1,6270.0,April,Tuesday
Air India,Banglore,Delhi,169.8,0,5911.0,April,Friday
Multiple carriers,Delhi,Cochin,604.8,1,15077.0,March,Wednesday
Jet Airways,Banglore,New Delhi,889.8,1,31825.0,March,Friday
SpiceJet,Kolkata,Banglore,435.0,1,8479.0,May,Monday
Vistara,Kolkata,Banglore,1555.2,1,9397.0,May,Sunday
Jet Airways,Delhi,Cochin,1654.8,1,10262.0,June,Monday
IndiGo,Delhi,Cochin,195.0,0,4729.0,April,Wednesday
Jet Airways,Delhi,Cochin,1530.0,1,14714.0,June,Saturday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,May,Wednesday
IndiGo,Kolkata,Banglore,165.0,0,4804.0,June,Monday
Air India,Mumbai,Hyderabad,79.80000000000001,0,2050.0,April,Monday
Multiple carriers,Delhi,Cochin,705.0,1,8371.0,March,Wednesday
Multiple carriers,Delhi,Cochin,540.0,1,12192.0,June,Thursday
Multiple carriers Premium economy,Delhi,Cochin,769.8,1,14629.0,March,Thursday
IndiGo,Banglore,Delhi,175.2,0,4823.0,April,Tuesday
Multiple carriers,Delhi,Cochin,375.0,1,14323.0,May,Thursday
Jet Airways,Delhi,Cochin,1390.2,2,15129.0,May,Thursday
IndiGo,Delhi,Cochin,859.8,1,6758.0,May,Saturday
Multiple carriers,Delhi,Cochin,615.0,1,14848.0,May,Tuesday
Air India,Banglore,New Delhi,1669.8,2,12358.0,March,Sunday
Jet Airways,Banglore,Delhi,184.8,0,4030.0,May,Tuesday
Air India,Kolkata,Banglore,150.0,0,4960.0,March,Saturday
Air India,Delhi,Cochin,1594.8,2,8656.0,March,Wednesday
IndiGo,Delhi,Cochin,709.8,1,14871.0,March,Wednesday
GoAir,Delhi,Cochin,439.8,1,4563.0,March,Wednesday
IndiGo,Mumbai,Hyderabad,85.19999999999999,0,4784.0,March,Wednesday
IndiGo,Banglore,Delhi,169.8,0,4823.0,June,Saturday
Vistara,Chennai,Kolkata,135.0,0,3687.0,May,Friday
Jet Airways,Banglore,Delhi,175.2,0,7229.0,April,Saturday
Jet Airways,Banglore,Delhi,180.0,0,7229.0,April,Monday
Air India,Delhi,Cochin,1009.8,1,7174.0,April,Sunday
Air India,Delhi,Cochin,1489.8,2,11071.0,March,Thursday
IndiGo,Delhi,Cochin,964.8,1,6979.0,May,Wednesday
IndiGo,Chennai,Kolkata,139.8,0,3850.0,May,Wednesday
Jet Airways,Kolkata,Banglore,799.8,1,13044.0,June,Wednesday
Jet Airways,Delhi,Cochin,450.0,1,12373.0,May,Saturday
Air India,Delhi,Cochin,1099.8,2,13801.0,May,Saturday
IndiGo,Banglore,Delhi,169.8,0,4823.0,June,Saturday
Air India,Delhi,Cochin,1534.8,1,6587.0,June,Sunday
IndiGo,Mumbai,Hyderabad,94.80000000000001,0,2227.0,June,Monday
Jet Airways,Kolkata,Banglore,1285.2,1,14151.0,June,Sunday
Air India,Banglore,New Delhi,2314.7999999999997,2,25430.0,March,Friday
SpiceJet,Banglore,Delhi,175.2,0,4319.0,June,Thursday
Air India,Delhi,Cochin,1660.2,1,14462.0,March,Sunday
Jet Airways,Kolkata,Banglore,1654.8,1,8586.0,May,Tuesday
Air India,Kolkata,Banglore,675.0,1,7662.0,June,Sunday
Jet Airways,Mumbai,Hyderabad,85.19999999999999,0,4995.0,May,Friday
Multiple carriers,Delhi,Cochin,720.0,1,7408.0,June,Sunday
Jet Airways,Mumbai,Hyderabad,90.0,0,5678.0,March,Friday
Jet Airways,Mumbai,Hyderabad,90.0,0,5678.0,June,Sunday
Jet Airways,Banglore,New Delhi,949.8,1,26890.0,March,Friday
Air India,Mumbai,Hyderabad,2245.2000000000003,2,13904.0,March,Wednesday
Jet Airways,Delhi,Cochin,505.2,2,15318.0,June,Saturday
Vistara,Kolkata,Banglore,1579.8,1,8452.0,May,Wednesday
IndiGo,Delhi,Cochin,625.2,1,6314.0,June,Sunday
Air India,Kolkata,Banglore,625.2,1,10203.0,May,Wednesday
SpiceJet,Chennai,Kolkata,135.0,0,3597.0,June,Saturday
Multiple carriers,Delhi,Cochin,535.2,1,8266.0,June,Wednesday
Jet Airways,Delhi,Cochin,885.0,1,12373.0,May,Saturday
Jet Airways,Banglore,New Delhi,435.0,1,36235.0,March,Friday
IndiGo,Delhi,Cochin,754.8,1,14871.0,March,Sunday
Jet Airways,Banglore,Delhi,180.0,0,7229.0,April,Friday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,April,Wednesday
IndiGo,Banglore,New Delhi,175.2,0,7303.0,March,Sunday
Multiple carriers,Delhi,Cochin,570.0,1,13587.0,June,Saturday
Multiple carriers,Delhi,Cochin,454.8,1,7740.0,May,Saturday
IndiGo,Chennai,Kolkata,145.2,0,7295.0,March,Friday
Multiple carriers,Delhi,Cochin,439.8,1,18916.0,March,Sunday
Multiple carriers,Delhi,Cochin,385.2,1,8266.0,May,Tuesday
Jet Airways,Delhi,Cochin,1570.2,1,12373.0,May,Saturday
Multiple carriers,Delhi,Cochin,555.0,1,11188.0,May,Saturday
Jet Airways,Kolkata,Banglore,505.2,1,14151.0,May,Saturday
Jet Airways,Delhi,Cochin,660.0,1,14714.0,June,Saturday
Jet Airways,Banglore,Delhi,180.0,0,7229.0,April,Saturday
Jet Airways,Delhi,Cochin,1165.2,1,12242.0,March,Wednesday
Jet Airways,Banglore,New Delhi,325.2,1,9134.0,March,Friday
IndiGo,Banglore,Delhi,169.8,0,3943.0,May,Wednesday
Air India,Banglore,Delhi,165.0,0,6961.0,June,Saturday
Jet Airways,Mumbai,Hyderabad,499.8,2,23843.0,March,Tuesday
SpiceJet,Chennai,Kolkata,135.0,0,3597.0,May,Friday
Multiple carriers,Delhi,Cochin,480.0,1,7408.0,June,Thursday
SpiceJet,Banglore,Delhi,160.2,0,3257.0,May,Monday
SpiceJet,Mumbai,Hyderabad,90.0,0,1965.0,May,Monday
Multiple carriers,Delhi,Cochin,754.8,1,9100.0,March,Wednesday
Air India,Mumbai,Hyderabad,75.0,0,3100.0,June,Tuesday
Jet Airways,Banglore,New Delhi,625.2,1,26890.0,March,Friday
Jet Airways,Banglore,Delhi,180.0,0,8016.0,June,Monday
Air India,Kolkata,Banglore,1435.2,1,12173.0,March,Sunday
IndiGo,Delhi,Cochin,964.8,1,8784.0,May,Monday
IndiGo,Delhi,Cochin,319.8,1,5298.0,May,Thursday
Jet Airways,Banglore,New Delhi,1474.8,1,11087.0,March,Saturday
SpiceJet,Delhi,Cochin,295.2,1,5409.0,June,Sunday
GoAir,Delhi,Cochin,370.2,1,5842.0,May,Wednesday
Jet Airways,Mumbai,Hyderabad,90.0,0,2228.0,March,Monday
SpiceJet,Chennai,Kolkata,139.8,0,3543.0,May,Monday
IndiGo,Kolkata,Banglore,315.0,1,7228.0,May,Tuesday
IndiGo,Delhi,Cochin,424.8,1,6287.0,April,Monday
Multiple carriers,Delhi,Cochin,750.0,1,13377.0,June,Thursday
IndiGo,Kolkata,Banglore,165.0,0,6985.0,March,Sunday
Air India,Delhi,Cochin,375.0,1,8372.0,June,Monday
Air India,Kolkata,Banglore,1200.0,2,14687.0,May,Tuesday
Jet Airways,Delhi,Cochin,195.0,0,9564.0,March,Saturday
Vistara,Mumbai,Hyderabad,480.0,1,12080.0,March,Tuesday
Multiple carriers,Delhi,Cochin,460.2,2,18275.0,June,Monday
IndiGo,Delhi,Cochin,810.0,1,6093.0,June,Thursday
Jet Airways,Delhi,Cochin,1365.0,2,14861.0,March,Saturday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,May,Saturday
Jet Airways,Kolkata,Banglore,1365.0,1,9314.0,May,Wednesday
Multiple carriers,Delhi,Cochin,615.0,1,9794.0,May,Thursday
Jet Airways,Delhi,Cochin,810.0,2,13029.0,May,Tuesday
SpiceJet,Kolkata,Banglore,150.0,0,3841.0,June,Monday
Jet Airways,Banglore,New Delhi,315.0,1,12284.0,March,Monday
Jet Airways,Delhi,Cochin,394.8,1,14714.0,June,Sunday
Jet Airways,Kolkata,Banglore,964.8,1,7064.0,April,Monday
Jet Airways,Banglore,Delhi,180.0,0,5198.0,May,Saturday
Jet Airways,Kolkata,Banglore,589.8,1,14781.0,May,Wednesday
Air India,Delhi,Cochin,1380.0,2,13381.0,June,Monday
Air India,Delhi,Cochin,169.8,0,6094.0,June,Saturday
IndiGo,Delhi,Cochin,319.8,1,5298.0,June,Saturday
Multiple carriers,Delhi,Cochin,660.0,1,7408.0,June,Thursday
Jet Airways,Kolkata,Banglore,889.8,1,14388.0,May,Sunday
Air India,Delhi,Cochin,1410.0,2,9443.0,June,Monday
Air India,Delhi,Cochin,2170.2000000000003,2,11762.0,March,Sunday
Air India,Delhi,Cochin,1255.2,1,7480.0,June,Thursday
IndiGo,Delhi,Cochin,195.0,0,5406.0,March,Friday
Jet Airways,Delhi,Cochin,195.0,0,9564.0,June,Wednesday
Jet Airways,Delhi,Cochin,559.8,2,10368.0,June,Sunday
IndiGo,Delhi,Cochin,315.0,1,5636.0,May,Thursday
SpiceJet,Mumbai,Hyderabad,90.0,0,1965.0,May,Thursday
Jet Airways,Kolkata,Banglore,450.0,1,12739.0,June,Wednesday
IndiGo,Kolkata,Banglore,154.8,0,4148.0,March,Tuesday
IndiGo,Delhi,Cochin,859.8,1,7191.0,May,Thursday
Jet Airways,Delhi,Cochin,1279.8,1,10262.0,June,Thursday
Vistara,Kolkata,Banglore,630.0,1,12312.0,March,Sunday
Jet Airways,Delhi,Cochin,1485.0,1,10262.0,June,Monday
Jet Airways,Delhi,Cochin,195.0,0,9564.0,June,Saturday
Jet Airways,Kolkata,Banglore,1335.0,1,13759.0,March,Sunday
Vistara,Kolkata,Banglore,1639.8,1,8610.0,May,Monday
Jet Airways,Delhi,Cochin,360.0,1,14714.0,June,Saturday
IndiGo,Banglore,Delhi,169.8,0,4823.0,June,Monday
Air Asia,Delhi,Cochin,469.8,1,6451.0,May,Monday
Jet Airways,Delhi,Cochin,300.0,1,16079.0,May,Tuesday
Jet Airways,Delhi,Cochin,195.0,0,7202.0,June,Saturday
IndiGo,Banglore,New Delhi,169.8,0,4944.0,March,Sunday
SpiceJet,Banglore,Delhi,160.2,0,3625.0,June,Saturday
Jet Airways,Kolkata,Banglore,1315.2,1,9663.0,May,Thursday
Multiple carriers,Delhi,Cochin,520.2,1,9794.0,May,Wednesday
SpiceJet,Mumbai,Hyderabad,90.0,0,2437.0,May,Wednesday
Multiple carriers,Delhi,Cochin,930.0,1,13377.0,June,Saturday
Jet Airways,Kolkata,Banglore,520.2,1,8586.0,June,Thursday
Jet Airways,Banglore,New Delhi,379.8,1,19225.0,March,Wednesday
Jet Airways,Delhi,Cochin,334.8,1,15554.0,May,Saturday
Jet Airways,Kolkata,Banglore,750.0,1,12121.0,May,Wednesday
IndiGo,Banglore,Delhi,169.8,0,3943.0,May,Monday
Jet Airways,Banglore,New Delhi,694.8,1,13555.0,March,Monday
IndiGo,Banglore,Delhi,184.8,0,4990.0,June,Friday
Air India,Delhi,Cochin,1590.0,1,8854.0,March,Wednesday
Multiple carriers,Delhi,Cochin,540.0,1,7878.0,May,Monday
Vistara,Banglore,New Delhi,165.0,0,8028.0,March,Sunday
Jet Airways,Kolkata,Banglore,799.8,1,8586.0,May,Thursday
Air India,Kolkata,Banglore,1215.0,2,15164.0,May,Wednesday
Jet Airways,Banglore,New Delhi,495.0,1,12284.0,March,Monday
Jet Airways,Mumbai,Hyderabad,85.19999999999999,0,4995.0,June,Friday
Multiple carriers,Delhi,Cochin,630.0,1,10051.0,May,Monday
Jet Airways,Kolkata,Banglore,1200.0,1,9663.0,May,Tuesday
Air India,Kolkata,Banglore,1345.2,2,14424.0,May,Wednesday
Jet Airways,Delhi,Cochin,540.0,1,14714.0,June,Saturday
Air India,Mumbai,Hyderabad,90.0,0,3100.0,May,Friday
IndiGo,Delhi,Cochin,319.8,1,6493.0,June,Thursday
Jet Airways,Kolkata,Banglore,1024.8,1,14571.0,June,Thursday
Jet Airways,Delhi,Cochin,810.0,2,10368.0,June,Saturday
Jet Airways,Delhi,Cochin,805.2,1,14714.0,June,Monday
SpiceJet,Chennai,Kolkata,135.0,0,3543.0,May,Saturday
Air Asia,Kolkata,Banglore,709.8,1,6810.0,June,Thursday
SpiceJet,Kolkata,Banglore,150.0,0,5201.0,March,Sunday
Multiple carriers,Delhi,Cochin,480.0,1,13377.0,June,Monday
Multiple carriers Premium economy,Delhi,Cochin,679.8,1,14629.0,March,Thursday
IndiGo,Delhi,Cochin,810.0,1,6093.0,April,Tuesday
Multiple carriers,Delhi,Cochin,835.2,3,15419.0,June,Wednesday
Air India,Kolkata,Banglore,1255.2,2,13484.0,May,Tuesday
Air India,Delhi,Cochin,640.2,1,8372.0,May,Saturday
Air India,Banglore,New Delhi,1624.8,2,8534.0,March,Friday
Jet Airways,Banglore,Delhi,180.0,0,4030.0,May,Wednesday
Jet Airways,Delhi,Cochin,1129.8,2,13292.0,June,Monday
Air India,Delhi,Cochin,675.0,1,16754.0,March,Saturday
IndiGo,Kolkata,Banglore,160.2,0,6565.0,March,Friday
Jet Airways,Delhi,Cochin,1210.2,1,16079.0,May,Monday
Jet Airways,Delhi,Cochin,910.2,2,11507.0,May,Thursday
Vistara,Mumbai,Hyderabad,1555.2,1,12395.0,March,Wednesday
IndiGo,Banglore,New Delhi,300.0,1,22153.0,March,Friday
Jet Airways,Delhi,Cochin,1789.8,2,10919.0,June,Thursday
Jet Airways,Kolkata,Banglore,454.8,1,13759.0,March,Sunday
Air India,Delhi,Cochin,169.8,0,6094.0,April,Thursday
Air India,Kolkata,Banglore,1699.8,2,11542.0,May,Tuesday
Jet Airways,Banglore,New Delhi,1365.0,1,25735.0,March,Friday
Jet Airways,Banglore,New Delhi,1450.2,1,17471.0,March,Wednesday
Jet Airways,Kolkata,Banglore,424.8,1,10844.0,June,Sunday
Air India,Delhi,Cochin,760.2,1,8372.0,June,Monday
IndiGo,Chennai,Kolkata,145.2,0,3858.0,June,Saturday
IndiGo,Banglore,New Delhi,165.0,0,5694.0,March,Friday
Jet Airways,Delhi,Cochin,1474.8,1,17234.0,March,Sunday
Jet Airways,Delhi,Cochin,1140.0,2,11546.0,April,Tuesday
Vistara,Banglore,New Delhi,160.2,0,8028.0,March,Sunday
Jet Airways,Banglore,Delhi,180.0,0,8016.0,June,Saturday
Air India,Kolkata,Banglore,1435.2,1,10413.0,May,Friday
Air India,Banglore,New Delhi,664.8,2,11948.0,March,Tuesday
Jet Airways,Mumbai,Hyderabad,90.0,0,3205.0,April,Monday
IndiGo,Banglore,Delhi,169.8,0,4423.0,May,Saturday
Vistara,Banglore,New Delhi,160.2,0,4878.0,March,Sunday
IndiGo,Delhi,Cochin,310.2,1,5912.0,April,Monday
Air India,Kolkata,Banglore,1624.8,2,11411.0,May,Sunday
Multiple carriers,Delhi,Cochin,840.0,1,7618.0,June,Monday
Jet Airways,Banglore,Delhi,175.2,0,7229.0,April,Friday
IndiGo,Delhi,Cochin,289.8,1,6147.0,June,Thursday
